,ID,ageGap,attendReligiousServiceFreq,employmentStatus,genderSubjectAttractedTo,houseType,householdAdults_num,householdIncome,householdMinor_num,householdSize,interracial,isHispanic,isLivingTogether,isMarried,isMetroArea,metAs_coworkers,metAs_customerAndClient,metAs_workNeighbors,metIn_church,metIn_college,metIn_military,metIn_privateParty,metIn_public,metIn_restaurantOrBar,metIn_school,metIn_voluntaryOrg,metOn_blindDate,metOn_businessTrip,metOn_vacation,metOnline_all,metOnline_chat,metOnline_datingSiteOrApp,metOnline_gaming,metOnline_nonDatingSite,metOnline_other,metOnline_socialNetwork,metThru_family,metThru_friend,metThru_notInternetDatingService,metThru_orAs_neighbors,met_YearFraction,met_to_shipStart_diff,moveIn_YearFraction,numRelativesSeePerMonth,ownHouseRentOther,partnerAge,partnerEduc_years,partnerGender,partnerMotherEduc_years,partnerParty_DemPos_RepNeg,partnerRace,partyDifference,region,relationshipQuality,relationshipQuality_isGood,relationshipQuality_num,season_met,season_shipStart,sexFrequency,shipStart_YearFraction,shipStart_to_moveIn_YearFraction,straightGayLesbian,subjectAge,subjectAgeWhenMet,subjectCountryWhenMetPartner,subjectEduc_years,subjectGender,subjectGrewUpInUS,subjectMotherEduc_years,subjectParty_DemPos_RepNeg,subjectRace,subjectSexualIdentity,timesDivorcedOrWidowed,whoEarnedMore
2961,2338241,1.0,More than once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,37500,2,4,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1996.0416,0.583374,1999.7916,0.0,Owned or being bought by you or someone in your household,37.0,12.0,[Partner Name] is Female,12.0,0,White,1,South,Excellent,1,5,winter,summer,Once or twice a week,1996.625,3.166626,hetero couple,38,17.0,United States,12.0,Male,United States,12.0,-1,White,heterosexual or straight,0.0,I earned more
2962,2824007,1.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A building with 2 or more apartments,1,2500,0,1,yes,True,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2000.625,0.33337402,2001.125,40.0,Rented for cash,29.0,20.0,[Partner Name] is Male,12.0,3,White,1,Midwest,Excellent,1,5,summer,winter,Once a day or more,2000.9584,0.16662598,hetero couple,28,11.0,United States,10.0,Female,United States,12.0,2,Other (please specify),heterosexual or straight,0.0,[Partner Name] earned more
2963,1300409,3.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,3,112500,0,3,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1962.2084,0.25,1962.9584,5.0,Owned or being bought by you or someone in your household,79.0,17.0,[Partner Name] is Male,12.0,-2,White,1,Midwest,Good,1,4,spring,summer,Once a month or less,1962.4584,0.5,hetero couple,76,21.0,United States,13.0,Female,United States,7.5,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
2964,2041723,1.0,Never,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,112500,1,4,no,False,No,"No, I am not Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,2016.5416,0.08337402,,10.0,Owned or being bought by you or someone in your household,18.0,12.0,[Partner Name] is Male,17.0,-1,White,4,South,Good,1,4,summer,summer,Once a month or less,2016.625,,hetero couple,19,18.0,United States,13.0,Female,United States,17.0,3,White,heterosexual or straight,0.0,[Partner Name] earned more
2965,1374845,0.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,150000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1969.5416,0.91674805,1972.875,0.0,Owned or being bought by you or someone in your household,66.0,14.0,[Partner Name] is Female,12.0,-1,White,3,South,Excellent,1,5,summer,summer,2 to 3 times a month,1970.4584,2.416626,hetero couple,66,18.0,United States,16.0,Male,United States,13.0,2,White,heterosexual or straight,0.0,I earned more
2966,1669761,2.0,Never,employed,"sexually attracted mostly to opposite gender, sometimes same gender",A building with 2 or more apartments,2,55000,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2014.4584,0.0,2014.9584,10.0,Rented for cash,29.0,16.0,[Partner Name] is Male,16.0,-3,Asian or Pacific Islander,4,West,Excellent,1,5,summer,summer,Once or twice a week,2014.4584,0.5,hetero couple,27,24.0,United States,16.0,Female,"Another country, please specify",2.5,1,Asian or Pacific Islander,heterosexual or straight,0.0,[Partner Name] was not working for pay
2967,2555455,0.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,4,92500,0,4,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2017.0416,0.0,,0.0,Owned or being bought by you or someone in your household,20.0,13.0,[Partner Name] is Female,16.0,-1,White,1,South,Good,1,4,winter,winter,2 to 3 times a month,2017.0416,,hetero couple,20,20.0,United States,13.0,Male,United States,13.0,-2,White,heterosexual or straight,0.0,I earned more
2968,2343657,0.0,Never,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,150000,0,3,no,False,No,"No, I am not Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2013.7916,1.083374,,10.0,Owned or being bought by you or someone in your household,19.0,13.0,[Partner Name] is Male,17.0,1,White,1,West,Excellent,1,5,autumn,autumn,2 to 3 times a month,2014.875,,hetero couple,19,15.0,United States,12.0,Female,United States,17.0,2,White,heterosexual or straight,0.0,We earned about the same amount
2969,779707,1.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,150000,2,5,yes,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2013.7916,1.166748,,3.0,Owned or being bought by you or someone in your household,21.0,13.0,[Partner Name] is Male,12.0,1,Asian or Pacific Islander,0,Midwest,Excellent,1,5,autumn,winter,2 to 3 times a month,2014.9584,,hetero couple,20,16.0,United States,13.0,Female,United States,14.0,1,White,heterosexual or straight,0.0,I earned more
2970,2847803,4.0,Once a year or less,retired,sexually attracted only to opposite gender,A building with 2 or more apartments,3,80000,0,3,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2016.625,0.0,,2.0,Rented for cash,78.0,16.0,[Partner Name] is Male,12.0,-3,White,6,Midwest,Excellent,1,5,summer,summer,Once a day or more,2016.625,,hetero couple,74,73.0,United States,13.0,Female,United States,12.0,3,White,heterosexual or straight,1.0,[Partner Name] earned more
2972,2555287,12.0,Never,retired,sexually attracted to men and women equally,A one-family house detached from any other house,2,225000,0,2,no,False,Yes,"No, I am not Married",Metro,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1995.2916,2.166748,1999.2084,6.0,Owned or being bought by you or someone in your household,55.0,17.0,[Partner Name] is Female,17.0,1,White,0,Northeast,Good,1,4,spring,summer,2 to 3 times a month,1997.4584,1.75,lesbian couple,67,45.0,United States,16.0,Female,United States,12.0,1,White,bisexual,1.0,[Partner Name] earned more
2973,2642483,1.0,More than once a week,retired,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,92500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1959.5416,0.16674805,1960.0416,11.0,Owned or being bought by you or someone in your household,79.0,13.0,[Partner Name] is Male,0.0,-3,White,0,South,Good,1,4,summer,autumn,Once a month or less,1959.7084,0.33325195,hetero couple,78,20.0,United States,12.0,Female,United States,12.0,-3,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
2974,291177,6.0,Once a year or less,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,3,32500,0,3,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2014.125,0.0,,2.0,Rented for cash,63.0,12.0,[Partner Name] is Male,12.0,-1,White,4,Midwest,Good,1,4,winter,winter,3 to 6 times a week,2014.125,,hetero couple,57,54.0,United States,13.0,Female,United States,12.0,3,White,heterosexual or straight,2.0,[Partner Name] earned more
2976,2972135,5.0,Once or twice a month,employed,sexually attracted only to same gender,A one-family house detached from any other house,3,92500,0,3,yes,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2015.7916,1.75,,6.0,Owned or being bought by you or someone in your household,16.0,11.0,[Partner Name] is Female,16.0,1,White,2,Northeast,Excellent,1,5,autumn,summer,2 to 3 times a month,2017.5416,,lesbian couple,21,19.0,United States,12.0,Female,United States,16.0,-1,"American Indian, Aleut, or Eskimo",gay,0.0,[Partner Name] was not working for pay
2977,2777871,3.0,Once a year or less,unemployed,sexually attracted only to same gender,A one-family house detached from any other house,2,55000,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1985.7916,0.0,1986.125,0.0,Owned or being bought by you or someone in your household,57.0,16.0,[Partner Name] is Female,12.0,3,White,0,Midwest,Excellent,1,5,autumn,autumn,Once a month or less,1985.7916,0.33337402,lesbian couple,60,28.0,United States,12.0,Female,United States,12.0,3,White,lesbian,0.0,[Partner Name] earned more
2979,2551971,14.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,5,80000,0,5,no,True,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2013.2084,0.33325195,2015.7084,0.0,Rented for cash,25.0,12.0,[Partner Name] is Female,12.0,0,"American Indian, Aleut, or Eskimo",1,West,Excellent,1,5,spring,summer,Once or twice a week,2013.5416,2.166748,hetero couple,39,35.0,United States,14.0,Male,United States,12.0,1,"American Indian, Aleut, or Eskimo",heterosexual or straight,1.0,I earned more
2980,2124941,2.0,Once or twice a month,employed,"sexually attracted mostly to opposite gender, sometimes same gender",A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2005.875,0.16662598,2006.2084,2.0,Owned or being bought by you or someone in your household,37.0,14.0,[Partner Name] is Male,12.0,0,White,3,South,Excellent,1,5,autumn,winter,Once a month or less,2006.0416,0.16674805,hetero couple,35,23.0,United States,16.0,Female,United States,16.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
2981,2409221,4.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,92500,1,3,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2005.625,0.25,2011.625,20.0,Owned or being bought by you or someone in your household,24.0,16.0,[Partner Name] is Female,12.0,-1,White,2,South,Excellent,1,5,summer,autumn,3 to 6 times a week,2005.875,5.75,hetero couple,28,16.0,United States,14.0,Male,United States,12.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
2982,2644459,14.0,Never,retired,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,67500,0,2,no,False,Yes,"Yes, I am Married",Metro,,,,,,,,,,,,,,,no,,,,,,,,,,,1958.5416,0.0,,0.0,Owned or being bought by you or someone in your household,77.0,16.0,[Partner Name] is Female,,-1,White,4,Northeast,Excellent,1,5,summer,summer,Once a month or less,1958.5416,,hetero couple,91,32.0,United States,20.0,Male,United States,12.0,3,White,heterosexual or straight,1.0,I earned more
2983,2963591,6.0,Once a week,unemployed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,137500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2009.7084,0.916626,2011.2084,5.0,Owned or being bought by you or someone in your household,62.0,16.0,[Partner Name] is Female,12.0,-3,White,0,South,Excellent,1,5,autumn,summer,Once or twice a week,2010.625,0.583374,hetero couple,68,60.0,United States,13.0,Male,United States,12.0,-3,White,heterosexual or straight,2.0,I earned more
2984,2759363,0.0,Once a year or less,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,300000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2002.7084,0.0,2002.875,2.0,Owned or being bought by you or someone in your household,47.0,16.0,[Partner Name] is Female,20.0,3,Asian or Pacific Islander,2,Northeast,Good,1,4,autumn,autumn,Once or twice a week,2002.7084,0.16662598,hetero couple,47,32.0,United States,12.0,Male,"Another country, please specify",17.0,1,Asian or Pacific Islander,heterosexual or straight,0.0,I earned more
2985,632253,7.0,Never,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,4,150000,0,4,yes,False,Yes,"Yes, I am Married",Metro,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2001.4584,10.25,,3.0,Owned or being bought by you or someone in your household,46.0,13.0,[Partner Name] is Female,13.0,0,Asian or Pacific Islander,1,West,Excellent,1,5,summer,autumn,Once a month or less,2011.7084,,hetero couple,39,23.0,United States,14.0,Male,United States,12.0,1,White,heterosexual or straight,0.0,We earned about the same amount
2986,2644413,1.0,Once or twice a month,employed,"sexually attracted mostly to same gender, sometimes opposite gender",A building with 2 or more apartments,1,55000,0,1,yes,False,No,"No, I am not Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2015.4584,1.416626,,3.0,Rented for cash,30.0,16.0,[Partner Name] is Male,16.0,0,Asian or Pacific Islander,1,South,Good,1,4,summer,autumn,Once a month or less,2016.875,,gay male couple,29,27.0,United States,17.0,Male,United States,12.0,-1,White,bisexual,0.0,[Partner Name] earned more
2987,2765175,3.0,Once or twice a month,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,27500,0,3,no,False,Yes,"No, I am not Married",Non-Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2012.4584,0.0,2015.375,10.0,Rented for cash,22.0,12.0,[Partner Name] is Male,12.0,0,White,1,West,Excellent,1,5,summer,summer,3 to 6 times a week,2012.4584,2.916626,hetero couple,19,14.0,United States,12.0,Female,United States,12.0,-1,White,heterosexual or straight,0.0,[Partner Name] earned more
2988,2415281,2.0,A few times a year,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,1,112500,0,1,no,True,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2017.2916,0.0,,5.0,Rented for cash,35.0,13.0,[Partner Name] is Female,12.0,0,White,1,South,Fair,0,3,spring,spring,Once or twice a week,2017.2916,,hetero couple,37,37.0,United States,14.0,Male,United States,5.5,-1,White,heterosexual or straight,0.0,I earned more
2989,2415707,2.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,300000,3,5,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,1981.9584,0.0,1982.4584,0.0,Owned or being bought by you or someone in your household,58.0,12.0,[Partner Name] is Female,12.0,-3,White,0,West,Excellent,1,5,winter,winter,2 to 3 times a month,1981.9584,0.5,hetero couple,60,24.0,United States,17.0,Male,United States,13.0,-3,White,heterosexual or straight,0.0,I earned more
2990,1705171,2.0,Once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1972.375,0.25,1977.7916,20.0,Owned or being bought by you or someone in your household,62.0,13.0,[Partner Name] is Male,12.0,-3,White,0,Midwest,Excellent,1,5,spring,summer,Once or twice a week,1972.625,5.166626,hetero couple,60,15.0,United States,12.0,Female,United States,12.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
2991,2440127,6.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2004.625,0.0,2004.9584,5.0,Owned or being bought by you or someone in your household,51.0,13.0,[Partner Name] is Male,12.0,0,White,0,Midwest,Excellent,1,5,summer,summer,Once a month or less,2004.625,0.33337402,hetero couple,45,32.0,United States,13.0,Female,United States,12.0,0,White,heterosexual or straight,0.0,I earned more
2992,1692763,13.0,Once a year or less,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,37500,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1978.625,0.25,1979.2084,7.0,Owned or being bought by you or someone in your household,66.0,14.0,[Partner Name] is Female,12.0,3,White,0,South,Excellent,1,5,summer,autumn,2 to 3 times a month,1978.875,0.33337402,hetero couple,79,40.0,United States,11.0,Male,United States,12.0,3,White,heterosexual or straight,2.0,[Partner Name] was not working for pay
2993,1844841,7.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,80000,0,2,no,False,No,"No, I am not Married",Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,2017.2084,0.0,,9.0,Rented for cash,37.0,13.0,[Partner Name] is Male,17.0,-1,White,2,South,Excellent,1,5,spring,spring,3 to 6 times a week,2017.2084,,hetero couple,30,30.0,United States,17.0,Female,United States,12.0,-3,White,heterosexual or straight,0.0,I earned more
2994,2085829,2.0,A few times a year,unemployed,sexually attracted only to same gender,A one-family house attached to one or more houses,1,2500,0,1,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2012.375,2.416626,,8.0,Rented for cash,29.0,12.0,[Partner Name] is Female,12.0,-2,Black or African American,5,Midwest,Fair,0,3,spring,autumn,Once a day or more,2014.7916,,lesbian couple,27,22.0,United States,12.0,Female,United States,13.0,3,Black or African American,lesbian,0.0,[Partner Name] earned more
